# FIDO FCB — living document; derived reference, not authority; code and gated theorems are sole implementation authority.
# LAT-X004 is closed by the option-(ii) rounding-invariant-domain policy.
# Canonical live location: .review/fcb/current/ in the exact Git ref used for the task; project libraries contain bootstrap shims only.
# Regenerate, verify, and commit affected FCB files in Git after checkpoint acceptance or an accepted amendment.
# Candidate rows LAT-001.. are mechanically extracted from the frozen manifest. LAT-X rows are required supplemental observable-latitude rows whose governing sentences do not contain an extraction trigger.
latitude_id	source	anchor	matched_terms	sentence	disposition	owner_row	contract	justification	acceptance_observation	fido_elaboration_obligation	implementation_status	implementing_checkpoint	decision_status	rob_choice	rob_countersign
LAT-146	Go spec	Expression_switches	may	"A ""fallthrough"" statement may appear as the last statement of all but the last clause of an expression switch."	NOT-LATITUDE	SPEC-108	§25.7 SC-06-SOURCE-ZIPPER-CONTROL	This describes a source-program choice or admitted source form that is represented by the owning syntax and facts; it is not an implementation choice for one fixed program.					DISPOSITIONED		
LAT-147	Go spec	Expression_switches	may	The switch expression may be preceded by a simple statement, which executes before the expression is evaluated.	NOT-LATITUDE	SPEC-108	§25.7 SC-06-SOURCE-ZIPPER-CONTROL	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-148	Go spec	Expression_switches	may, implementation restriction	Implementation restriction: A compiler may disallow multiple case expressions evaluating to the same constant.	ACCEPTANCE-ALIGNMENT	SPEC-108	§25.23 SC-22-ACCEPTANCE-ALIGNMENT; §25.7 SC-06-SOURCE-ZIPPER-CONTROL	The pinned compiler rejects duplicate constant case expressions in one expression switch; Fido must reject the duplicate during elaboration rather than rely on runtime case order.	fixture lat148_duplicate_switch_case_reject (status 1)	Reject duplicate constant switch cases with diagnostic FIDO-E-DUPLICATE-SWITCH-CASE and retain both source references.	PENDING-IMPLEMENTATION	C8	DISPOSITIONED		
LAT-149	Go spec	Type_switches	may	The TypeSwitchGuard may include a short variable declaration.	NOT-LATITUDE	SPEC-109	§25.7 SC-06-SOURCE-ZIPPER-CONTROL	This describes a source-program choice or admitted source form that is represented by the owning syntax and facts; it is not an implementation choice for one fixed program.					DISPOSITIONED		
LAT-150	Go spec	Type_switches	may	Instead of a type, a case may use the predeclared identifier nil; that case is selected when the expression in the TypeSwitchGuard is a nil interface value.	NOT-LATITUDE	SPEC-109	§25.7 SC-06-SOURCE-ZIPPER-CONTROL	This describes a source-program choice or admitted source form that is represented by the owning syntax and facts; it is not an implementation choice for one fixed program.					DISPOSITIONED		
LAT-151	Go spec	Type_switches	may	There may be at most one nil case.	NOT-LATITUDE	SPEC-109	§25.7 SC-06-SOURCE-ZIPPER-CONTROL	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-152	Go spec	Type_switches	may	A type parameter or a generic type may be used as a type in a case.	NOT-LATITUDE	SPEC-109	§25.7 SC-06-SOURCE-ZIPPER-CONTROL	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-153	Go spec	Type_switches	may	The type switch guard may be preceded by a simple statement, which executes before the guard is evaluated.	NOT-LATITUDE	SPEC-109	§25.7 SC-06-SOURCE-ZIPPER-CONTROL	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-154	Go spec	For_statements	may	"There are three forms: The iteration may be controlled by a single condition, a ""for"" clause, or a ""range"" clause."	NOT-LATITUDE	SPEC-110	§25.7 SC-06-SOURCE-ZIPPER-CONTROL	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-155	Go spec	For_clause	may	"A ""for"" statement with a ForClause is also controlled by its condition, but additionally it may specify an init and a post statement, such as an assignment, an increment or decrement statement."	NOT-LATITUDE	SPEC-112	§25.7 SC-06-SOURCE-ZIPPER-CONTROL	This describes a source-program choice or admitted source form that is represented by the owning syntax and facts; it is not an implementation choice for one fixed program.					DISPOSITIONED		
LAT-156	Go spec	For_clause	may	The init statement may be a short variable declaration, but the post statement must not.	NOT-LATITUDE	SPEC-112	§25.7 SC-06-SOURCE-ZIPPER-CONTROL	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-157	Go spec	For_clause	may	Any element of the ForClause may be empty but the semicolons are required unless there is only a condition.	NOT-LATITUDE	SPEC-112	§25.7 SC-06-SOURCE-ZIPPER-CONTROL	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-158	Go spec	For_range	may	If the range expression is a channel or integer, at most one iteration variable is permitted; otherwise there may be up to two.	NOT-LATITUDE	SPEC-113	§25.7 SC-06-SOURCE-ZIPPER-CONTROL; §25.12 SC-11-MAP-ITERATION-NONDET; §25.11 SC-10-GOROUTINES-CHANNELS-SELECT	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-159	Go spec	For_range	not specified	The iteration order over maps is not specified and is not guaranteed to be the same from one iteration to the next.	STEP-NONDET	SPEC-X006	§25.12 SC-11-MAP-ITERATION-NONDET; §25.18 SC-17-RENDER-ADEQUACY-MEMBERSHIP; §25.21 SC-20-EVAL-ORDER-LATITUDE	Range Step chooses any current map key allowed by the specification; the chosen key is retained in the ordinary range Action.					DISPOSITIONED		
LAT-160	Go spec	For_range	may	If a map entry is created during iteration, that entry may be produced during the iteration or may be skipped.	NOT-LATITUDE	SPEC-113	§25.7 SC-06-SOURCE-ZIPPER-CONTROL; §25.12 SC-11-MAP-ITERATION-NONDET; §25.11 SC-10-GOROUTINES-CHANNELS-SELECT	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-161	Go spec	For_range	may	The choice may vary for each entry created and from one iteration to the next.	NOT-LATITUDE	SPEC-113	§25.7 SC-06-SOURCE-ZIPPER-CONTROL; §25.12 SC-11-MAP-ITERATION-NONDET; §25.11 SC-10-GOROUTINES-CHANNELS-SELECT	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-162	Go spec	For_range	may	After each successive loop iteration, yield returns true and may be called again to continue the loop.	NOT-LATITUDE	SPEC-113	§25.7 SC-06-SOURCE-ZIPPER-CONTROL; §25.12 SC-11-MAP-ITERATION-NONDET; §25.11 SC-10-GOROUTINES-CHANNELS-SELECT	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-163	Go spec	For_range	may	"The iteration variables may be declared by the ""range"" clause using a form of short variable declaration (:=)."	NOT-LATITUDE	SPEC-113	§25.7 SC-06-SOURCE-ZIPPER-CONTROL; §25.12 SC-11-MAP-ITERATION-NONDET; §25.11 SC-10-GOROUTINES-CHANNELS-SELECT	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-164	Go spec	Select_statements	may	A case with a RecvStmt may assign the result of a RecvExpr to one or two variables, which may be declared using a short variable declaration.	NOT-LATITUDE	SPEC-115	§25.7 SC-06-SOURCE-ZIPPER-CONTROL; §25.11 SC-10-GOROUTINES-CHANNELS-SELECT; §25.19 SC-18-ENABLEDNESS-DECISION	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-165	Go spec	Select_statements	may	There can be at most one default case and it may appear anywhere in the list of cases.	NOT-LATITUDE	SPEC-115	§25.7 SC-06-SOURCE-ZIPPER-CONTROL; §25.11 SC-10-GOROUTINES-CHANNELS-SELECT; §25.19 SC-18-ENABLEDNESS-DECISION	This describes a source-program choice or admitted source form that is represented by the owning syntax and facts; it is not an implementation choice for one fixed program.					DISPOSITIONED		
LAT-166	Go spec	Select_statements	at least	"If there is no default case, the ""select"" statement blocks until at least one of the communications can proceed."	NOT-LATITUDE	SPEC-115	§25.7 SC-06-SOURCE-ZIPPER-CONTROL; §25.11 SC-10-GOROUTINES-CHANNELS-SELECT; §25.19 SC-18-ENABLEDNESS-DECISION	This states a lower bound or existential condition inside the rule, not an implementation choice among behaviors for one accepted program.					DISPOSITIONED		
LAT-167	Go spec	Return_statements	may	"The return value or values may be explicitly listed in the ""return"" statement."	NOT-LATITUDE	SPEC-116	§25.7 SC-06-SOURCE-ZIPPER-CONTROL; §25.8 SC-07-FUNCTIONS-CLOSURES-MULTIRESULT	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-168	Go spec	Return_statements	may	"The expression list in the ""return"" statement may be a single call to a multi-valued function."	NOT-LATITUDE	SPEC-116	§25.7 SC-06-SOURCE-ZIPPER-CONTROL; §25.8 SC-07-FUNCTIONS-CLOSURES-MULTIRESULT	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-169	Go spec	Return_statements	may	The expression list may be empty if the function's result type specifies names for its result parameters.	NOT-LATITUDE	SPEC-116	§25.7 SC-06-SOURCE-ZIPPER-CONTROL; §25.8 SC-07-FUNCTIONS-CLOSURES-MULTIRESULT	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-170	Go spec	Return_statements	may	The result parameters act as ordinary local variables and the function may assign values to them as necessary.	NOT-LATITUDE	SPEC-116	§25.7 SC-06-SOURCE-ZIPPER-CONTROL; §25.8 SC-07-FUNCTIONS-CLOSURES-MULTIRESULT	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-171	Go spec	Return_statements	may, implementation restriction	"Implementation restriction: A compiler may disallow an empty expression list in a ""return"" statement if a different entity (constant, type, or variable) with the same name as a result parameter is in scope at the place of the return."	ACCEPTANCE-ALIGNMENT	SPEC-116	§25.23 SC-22-ACCEPTANCE-ALIGNMENT; §25.7 SC-06-SOURCE-ZIPPER-CONTROL; §25.8 SC-07-FUNCTIONS-CLOSURES-MULTIRESULT	The pinned compiler rejects a naked return when an inner declaration shadows a named result; Fido must reject that exact scope state rather than resolve the result after the fact.	fixture lat171_shadowed_result_naked_return_reject (status 1)	Reject a naked return whose named result is shadowed at the return site with diagnostic FIDO-E-SHADOWED-RESULT-RETURN.	PENDING-IMPLEMENTATION	C9	DISPOSITIONED		
LAT-172	Go spec	Fallthrough_statements	may	It may be used only as the final non-empty statement in such a clause.	NOT-LATITUDE	SPEC-120	§25.7 SC-06-SOURCE-ZIPPER-CONTROL	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-173	Go spec	Defer_statements	may	For instance, if the deferred function is a function literal and the surrounding function has named result parameters that are in scope within the literal, the deferred function may access and modify the result parameters before they are returned.	NOT-LATITUDE	SPEC-121	§25.7 SC-06-SOURCE-ZIPPER-CONTROL; §25.10 SC-09-PANIC-DEFER-RECOVER	This is explanatory or example wording; it grants no alternate semantics.					DISPOSITIONED		
LAT-174	Go spec	Min_and_max	at least	There must be at least one argument [Go 1.21].	NOT-LATITUDE	SPEC-130	§25.16 SC-15-BUILTINS	This states a lower bound or existential condition inside the rule, not an implementation choice among behaviors for one accepted program.					DISPOSITIONED		
LAT-175	Go spec	Min_and_max	at least	"var x, y int m := min(x) // m == x m := min(x, y) // m is the smaller of x and y m := max(x, y, 10) // m is the larger of x and y but at least 10 c := max(1, 2.0, 10) // c == 10.0 (floating-point kind) f := max(0, float32(x)) // type of f is float32 var s []string _ = min(s...) // invalid: slice arguments are not permitted t := max("""", ""foo"", ""bar"") // t == ""foo"" (string kind)"	NOT-LATITUDE	SPEC-130	§25.16 SC-15-BUILTINS	This states a lower bound or existential condition inside the rule, not an implementation choice among behaviors for one accepted program.					DISPOSITIONED		
LAT-176	Go spec	Bootstrapping	implementation-specific	Function Behavior print prints all arguments; formatting of arguments is implementation-specific println like print but prints spaces between arguments and a newline at the end	ADEQUACY-DEMOTION	SPEC-X005	§25.18 SC-17-RENDER-ADEQUACY-MEMBERSHIP	The specification does not fix print/println formatting. Formal semantics owns operand evaluation; exact stderr bytes are claimed only for the pinned toolchain observation contract.					DISPOSITIONED		
LAT-177	Go spec	Bootstrapping	implementation restriction	Implementation restriction: print and println need not accept arbitrary argument types, but printing of boolean, numeric, and string types must be supported.	ACCEPTANCE-ALIGNMENT	SPEC-133	§25.23 SC-22-ACCEPTANCE-ALIGNMENT; §25.16 SC-15-BUILTINS	The pinned compiler rejects print/println of a direct struct operand while accepting the required boolean, numeric, and string classes; Fido must admit only the pinned accepted operand profile.	fixture lat177_print_struct_reject (status 1)	Reject unsupported print/println operand types with diagnostic FIDO-E-PRINT-OPERAND-TYPE.	PENDING-IMPLEMENTATION	C7	DISPOSITIONED		
LAT-178	Go spec	Packages	may	Those elements may be exported and used in another package.	NOT-LATITUDE	SPEC-134	§25.15 SC-14-PACKAGES-INIT-STARTS-EXIT	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-179	Go spec	Package_clause	may	An implementation may require that all source files for a package inhabit the same directory.	NOT-LATITUDE	SPEC-136	§25.15 SC-14-PACKAGES-INIT-STARTS-EXIT	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-180	Go spec	Import_declarations	may	The interpretation of the ImportPath is implementation-dependent but it is typically a substring of the full file name of the compiled package and may be relative to a repository of installed packages.	OUT-COVERED	BOUND-X009	§25.20 SC-19-OUT-BOUNDARIES	Import-path interpretation outside the retained closed package graph is wholly priced by BOUND-X009; no host repository lookup or path rewriting exists in the accepted language.					DISPOSITIONED		
LAT-181	Go spec	Import_declarations	may, implementation restriction	"Implementation restriction: A compiler may restrict ImportPaths to non-empty strings using only characters belonging to Unicode's L, M, N, P, and S general categories (the Graphic characters without spaces) and may also exclude the characters !""#$%&'()*,:;<=>?[\]^`{|} and the Unicode replacement character U+FFFD."	OUT-COVERED	BOUND-X009	§25.20 SC-19-OUT-BOUNDARIES	Import-path character restrictions belong wholly to the priced external import-path boundary BOUND-X009; inclusion requires that row’s written source/parser/package-identity price.					DISPOSITIONED		
LAT-182	Go spec	Package_initialization	unspecified	If other, hidden, data dependencies exists between variables, the initialization order between those variables is unspecified.	STEP-NONDET	SPEC-141	§25.15 SC-14-PACKAGES-INIT-STARTS-EXIT; §25.21 SC-20-EVAL-ORDER-LATITUDE	Initialization Step chooses any ready initializer consistent with the retained dependency partial order when hidden dependencies leave the relative order unspecified.					DISPOSITIONED		
LAT-183	Go spec	Package_initialization	not specified	the variable a will be initialized after b but whether x is initialized before b, between b and a, or after a, and thus also the moment at which sideEffect() is called (before or after x is initialized) is not specified.	STEP-NONDET	SPEC-141	§25.15 SC-14-PACKAGES-INIT-STARTS-EXIT; §25.21 SC-20-EVAL-ORDER-LATITUDE	Initialization Step chooses any ready initializer consistent with the retained dependency partial order when hidden dependencies leave the relative order unspecified.					DISPOSITIONED		
LAT-184	Go spec	Package_initialization	may	Variables may also be initialized using functions named init declared in the package block, with no arguments and no result parameters.	NOT-LATITUDE	SPEC-141	§25.15 SC-14-PACKAGES-INIT-STARTS-EXIT	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-185	Go spec	Package_initialization	may	Multiple such functions may be defined per package, even within a single source file.	NOT-LATITUDE	SPEC-141	§25.15 SC-14-PACKAGES-INIT-STARTS-EXIT	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-186	Go spec	Program_initialization	may	An init function may launch other goroutines, which can run concurrently with the initialization code.	STEP-NONDET	SPEC-142	§25.15 SC-14-PACKAGES-INIT-STARTS-EXIT; §25.21 SC-20-EVAL-ORDER-LATITUDE	The one global Step relation may select any enabled goroutine; fairness remains a predicate on runs and does not constrain ordinary scheduling.					DISPOSITIONED		
LAT-187	Go spec	Errors	might	For instance, a function to read data from a file might be defined:	NOT-LATITUDE	SPEC-144	§25.17 SC-16-ERRORS-UNREPRESENTABILITY	This is explanatory or example wording; it grants no alternate semantics.					DISPOSITIONED		
LAT-188	Go spec	Run_time_panics	implementation-defined	Execution errors such as attempting to index an array out of bounds trigger a run-time panic equivalent to a call of the built-in function panic with a value of the implementation-defined interface type runtime.Error.	ADEQUACY-DEMOTION	SPEC-145	§25.18 SC-17-RENDER-ADEQUACY-MEMBERSHIP	The exact runtime.Error dynamic type and concrete error value are not portable spec claims; Fido uses structured RuntimeError and records only pinned-toolchain mapping as adequacy evidence.					DISPOSITIONED		
LAT-189	Go spec	Run_time_panics	unspecified	The exact error values that represent distinct run-time error conditions are unspecified.	ADEQUACY-DEMOTION	SPEC-145	§25.18 SC-17-RENDER-ADEQUACY-MEMBERSHIP; §25.21 SC-20-EVAL-ORDER-LATITUDE	The exact runtime.Error dynamic type and concrete error value are not portable spec claims; Fido uses structured RuntimeError and records only pinned-toolchain mapping as adequacy evidence.					DISPOSITIONED		
LAT-190	Go spec	Package_unsafe	may	A package using unsafe must be vetted manually for type safety and may not be portable.	OUT-COVERED	SPEC-147	Constructor absence and §25.20 SC-19-OUT-BOUNDARIES	This latitude lies wholly inside existing OUT row SPEC-147; inclusion requires paying that row's written price before implementation.					DISPOSITIONED		
LAT-191	Go spec	Package_unsafe	may	A Pointer is a pointer type but a Pointer value may not be dereferenced.	OUT-COVERED	SPEC-147	Constructor absence and §25.20 SC-19-OUT-BOUNDARIES	This latitude lies wholly inside existing OUT row SPEC-147; inclusion requires paying that row's written price before implementation.					DISPOSITIONED		
LAT-192	Go spec	Package_unsafe	implementation-defined	The effect of converting between Pointer and uintptr is implementation-defined.	OUT-COVERED	SPEC-147	Constructor absence and §25.20 SC-19-OUT-BOUNDARIES	This latitude lies wholly inside existing OUT row SPEC-147; inclusion requires paying that row's written price before implementation.					DISPOSITIONED		
LAT-193	Go spec	Package_unsafe	may	Computer architectures may require memory addresses to be aligned; that is, for addresses of a variable to be a multiple of a factor, the variable's type's alignment.	OUT-COVERED	SPEC-147	Constructor absence and §25.20 SC-19-OUT-BOUNDARIES	This latitude lies wholly inside existing OUT row SPEC-147; inclusion requires paying that row's written price before implementation.					DISPOSITIONED		
LAT-194	Go spec	Package_unsafe	unspecified	Otherwise it is a non-nil pointer to an unspecified memory address [Go 1.20].	OUT-COVERED	SPEC-147	Constructor absence and §25.20 SC-19-OUT-BOUNDARIES	This latitude lies wholly inside existing OUT row SPEC-147; inclusion requires paying that row's written price before implementation.					DISPOSITIONED		
LAT-195	Go spec	Package_unsafe	may, unspecified	For an empty string the return value is unspecified, and may be nil.	OUT-COVERED	SPEC-147	Constructor absence and §25.20 SC-19-OUT-BOUNDARIES	This latitude lies wholly inside existing OUT row SPEC-147; inclusion requires paying that row's written price before implementation.					DISPOSITIONED		
LAT-196	Go spec	Size_and_alignment_guarantees	at least	For a variable x of any type: unsafe.Alignof(x) is at least 1.	OUT-COVERED	SPEC-148	Constructor absence and §25.20 SC-19-OUT-BOUNDARIES	This latitude lies wholly inside existing OUT row SPEC-148; inclusion requires paying that row's written price before implementation.					DISPOSITIONED		
LAT-197	Go spec	Size_and_alignment_guarantees	at least	For a variable x of struct type: unsafe.Alignof(x) is the largest of all the values unsafe.Alignof(x.f) for each field f of x, but at least 1.	OUT-COVERED	SPEC-148	Constructor absence and §25.20 SC-19-OUT-BOUNDARIES	This latitude lies wholly inside existing OUT row SPEC-148; inclusion requires paying that row's written price before implementation.					DISPOSITIONED		
LAT-198	Go spec	Size_and_alignment_guarantees	may	Two distinct zero-size variables may have the same address in memory.	STEP-NONDET	SPEC-088	§25.6 SC-05-EXPR-FACT-USE-EVAL; §25.3 SC-02-CONSTANTS-LITERALS; §25.21 SC-20-EVAL-ORDER-LATITUDE	Pointer comparison Step admits either equality result for distinct zero-size variables while preserving deterministic equality for the same pointer.					DISPOSITIONED		
LAT-199	Go spec	Go_1.9	may	An alias declaration may be used to declare an alias name for a type.	NOT-LATITUDE	SPEC-151	Constructor absence and §25.20 SC-19-OUT-BOUNDARIES	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-200	Go spec	Go_1.13	may	Integer literals may use the prefixes 0b, 0B, 0o, and 0O for binary, and octal literals, respectively.	NOT-LATITUDE	SPEC-152	Constructor absence and §25.20 SC-19-OUT-BOUNDARIES	This describes a source-program choice or admitted source form that is represented by the owning syntax and facts; it is not an implementation choice for one fixed program.					DISPOSITIONED		
LAT-201	Go spec	Go_1.13	may	Hexadecimal floating-point literals may be written using the prefixes 0x and 0X.	NOT-LATITUDE	SPEC-152	Constructor absence and §25.20 SC-19-OUT-BOUNDARIES	This describes a source-program choice or admitted source form that is represented by the owning syntax and facts; it is not an implementation choice for one fixed program.					DISPOSITIONED		
LAT-202	Go spec	Go_1.13	may	The imaginary suffix i may be used with any (binary, decimal, hexadecimal) integer or floating-point literal, not just decimal literals.	NOT-LATITUDE	SPEC-152	Constructor absence and §25.20 SC-19-OUT-BOUNDARIES	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-203	Go spec	Go_1.13	may	The digits of any number literal may be separated (grouped) using underscores _.	NOT-LATITUDE	SPEC-152	Constructor absence and §25.20 SC-19-OUT-BOUNDARIES	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-204	Go spec	Go_1.13	may	The shift count in a shift operation may be a signed integer type.	NOT-LATITUDE	SPEC-152	Constructor absence and §25.20 SC-19-OUT-BOUNDARIES	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-205	Go spec	Go_1.17	may	A slice may be converted to an array pointer if the slice and array element types match, and the array is not longer than the slice.	NOT-LATITUDE	SPEC-154	Constructor absence and §25.20 SC-19-OUT-BOUNDARIES	This describes a source-program choice or admitted source form that is represented by the owning syntax and facts; it is not an implementation choice for one fixed program.					DISPOSITIONED		
LAT-206	Go spec	Go_1.18	may	Function and type declarations may declare type parameters.	NOT-LATITUDE	SPEC-155	Constructor absence and §25.20 SC-19-OUT-BOUNDARIES	This describes a source-program choice or admitted source form that is represented by the owning syntax and facts; it is not an implementation choice for one fixed program.					DISPOSITIONED		
LAT-207	Go spec	Go_1.18	may	Interface types may embed arbitrary types (not just type names of interfaces) as well as union and ~T type elements.	NOT-LATITUDE	SPEC-155	Constructor absence and §25.20 SC-19-OUT-BOUNDARIES	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-208	Go spec	Go_1.20	may	A slice may be converted to an array if the slice and array element types match and the array is not longer than the slice.	NOT-LATITUDE	SPEC-156	Constructor absence and §25.20 SC-19-OUT-BOUNDARIES	This describes a source-program choice or admitted source form that is represented by the owning syntax and facts; it is not an implementation choice for one fixed program.					DISPOSITIONED		
LAT-209	Go spec	Go_1.20	may	Comparable types (such as ordinary interfaces) may satisfy comparable constraints, even if the type arguments are not strictly comparable.	NOT-LATITUDE	SPEC-156	Constructor absence and §25.20 SC-19-OUT-BOUNDARIES	This describes a source-program choice or admitted source form that is represented by the owning syntax and facts; it is not an implementation choice for one fixed program.					DISPOSITIONED		
LAT-210	Go spec	Go_1.22	may	"A ""for"" statement with ""range"" clause may iterate over integer values from zero to an upper limit."	NOT-LATITUDE	SPEC-158	Constructor absence and §25.20 SC-19-OUT-BOUNDARIES	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-211	Go spec	Type_unification_rules	may	The precise details are relevant for Go implementations, affect the specifics of error messages (such as whether a compiler reports a type inference or other error), and may explain why type inference fails in unusual code situations.	NOT-LATITUDE	SPEC-160	§25.5 SC-04-TYPES-PROPERTIES-GENERICS	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-212	Go spec	Type_unification_rules	may	Type unification is controlled by a matching mode, which may be exact or loose.	NOT-LATITUDE	SPEC-160	§25.5 SC-04-TYPES-PROPERTIES-GENERICS	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.					DISPOSITIONED		
LAT-213	Go memory model	overview	may	An implementation may always react to a data race by reporting the race and terminating the program.	OUT-COVERED	BOUND-X009	§25.20 SC-19-OUT-BOUNDARIES	This latitude lies wholly inside existing OUT row BOUND-X009; inclusion requires paying that row's written price before implementation.					DISPOSITIONED		
LAT-214	Go memory model	overview	may, undefined	These implementation constraints make Go more like Java or JavaScript, in that most races have a limited number of outcomes, and less like C and C++, where the meaning of any program with a race is entirely undefined, and the compiler may do anything at all.	NOT-LATITUDE	MEM-003	§25.13 SC-12-HB-RACE-CHANNEL-EDGES	This sentence contrasts language memory models and explains the limited outcomes of races; it does not itself grant an additional implementation choice beyond the concrete restriction rows that follow.					DISPOSITIONED		
LAT-215	Go memory model	model	at least	A read-write data race on memory location x consists of a read-like memory operation r on x and a write-like memory operation w on x, at least one of which is non-synchronizing, which are unordered by happens before (that is, neither r happens before w nor w happens before r).	NOT-LATITUDE	MEM-004	§25.13 SC-12-HB-RACE-CHANNEL-EDGES	This states a lower bound or existential condition inside the rule, not an implementation choice among behaviors for one accepted program.					DISPOSITIONED		
LAT-216	Go memory model	model	at least	A write-write data race on memory location x consists of two write-like memory operations w and w' on x, at least one of which is non-synchronizing, which are unordered by happens before.	NOT-LATITUDE	MEM-004	§25.13 SC-12-HB-RACE-CHANNEL-EDGES	This states a lower bound or existential condition inside the rule, not an implementation choice among behaviors for one accepted program.					DISPOSITIONED		
LAT-217	Go memory model	restrictions	may	A read of an array, struct, or complex number may by implemented as a read of each individual sub-value (array element, struct field, or real/imaginary component), in any order.	STEP-NONDET	MEM-005	§25.13 SC-12-HB-RACE-CHANNEL-EDGES	Memory-operation Step admits every permitted subvalue or machine-word decomposition and order, with the actual accesses emitted as ordinary memory Actions.					DISPOSITIONED		
LAT-218	Go memory model	restrictions	may	Similarly, a write of an array, struct, or complex number may be implemented as a write of each individual sub-value, in any order.	STEP-NONDET	MEM-005	§25.13 SC-12-HB-RACE-CHANNEL-EDGES	Memory-operation Step admits every permitted subvalue or machine-word decomposition and order, with the actual accesses emitted as ordinary memory Actions.					DISPOSITIONED		
LAT-219	Go memory model	restrictions	may, unspecified	For performance reasons, implementations may instead treat larger operations as a set of individual machine-word-sized operations in an unspecified order.	STEP-NONDET	MEM-005	§25.13 SC-12-HB-RACE-CHANNEL-EDGES	Memory-operation Step admits every permitted subvalue or machine-word decomposition and order, with the actual accesses emitted as ordinary memory Actions.					DISPOSITIONED		
