# Observable-latitude rows: each specification sentence permitting more than one conforming behaviour, and
# the disposition that settles it. Derived reference, not authority. owner_row is the closure row that owns
# the construct; contract names an ARCHITECTURE.md section 9 proof contract; milestone names the milestone
# whose scope owns the row, or OUT when the owning closure row is a priced exclusion. An acceptance GATE is
# a separate earlier fact and lives in acceptance.tsv, so a row can be gated before its milestone. Human
# decisions live in DECISIONS.md. Neither is restated here.
latitude_id	source	anchor	matched_terms	sentence	disposition	owner_row	contract	justification	milestone
LAT-198	Go spec	Size_and_alignment_guarantees	may	Two distinct zero-size variables may have the same address in memory.	STEP-NONDET	SPEC-088	SC-05; SC-02; SC-20	Pointer comparison Step admits either equality result for distinct zero-size variables while preserving deterministic equality for the same pointer.	C7
LAT-199	Go spec	Go_1.9	may	An alias declaration may be used to declare an alias name for a type.	NOT-LATITUDE	SPEC-151	Constructor absence and SC-19	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.	OUT
LAT-200	Go spec	Go_1.13	may	Integer literals may use the prefixes 0b, 0B, 0o, and 0O for binary, and octal literals, respectively.	NOT-LATITUDE	SPEC-152	Constructor absence and SC-19	This describes a source-program choice or admitted source form that is represented by the owning syntax and facts; it is not an implementation choice for one fixed program.	OUT
LAT-201	Go spec	Go_1.13	may	Hexadecimal floating-point literals may be written using the prefixes 0x and 0X.	NOT-LATITUDE	SPEC-152	Constructor absence and SC-19	This describes a source-program choice or admitted source form that is represented by the owning syntax and facts; it is not an implementation choice for one fixed program.	OUT
LAT-202	Go spec	Go_1.13	may	The imaginary suffix i may be used with any (binary, decimal, hexadecimal) integer or floating-point literal, not just decimal literals.	NOT-LATITUDE	SPEC-152	Constructor absence and SC-19	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.	OUT
LAT-203	Go spec	Go_1.13	may	The digits of any number literal may be separated (grouped) using underscores _.	NOT-LATITUDE	SPEC-152	Constructor absence and SC-19	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.	OUT
LAT-204	Go spec	Go_1.13	may	The shift count in a shift operation may be a signed integer type.	NOT-LATITUDE	SPEC-152	Constructor absence and SC-19	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.	OUT
LAT-205	Go spec	Go_1.17	may	A slice may be converted to an array pointer if the slice and array element types match, and the array is not longer than the slice.	NOT-LATITUDE	SPEC-154	Constructor absence and SC-19	This describes a source-program choice or admitted source form that is represented by the owning syntax and facts; it is not an implementation choice for one fixed program.	OUT
LAT-206	Go spec	Go_1.18	may	Function and type declarations may declare type parameters.	NOT-LATITUDE	SPEC-155	Constructor absence and SC-19	This describes a source-program choice or admitted source form that is represented by the owning syntax and facts; it is not an implementation choice for one fixed program.	OUT
LAT-207	Go spec	Go_1.18	may	Interface types may embed arbitrary types (not just type names of interfaces) as well as union and ~T type elements.	NOT-LATITUDE	SPEC-155	Constructor absence and SC-19	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.	OUT
LAT-208	Go spec	Go_1.20	may	A slice may be converted to an array if the slice and array element types match and the array is not longer than the slice.	NOT-LATITUDE	SPEC-156	Constructor absence and SC-19	This describes a source-program choice or admitted source form that is represented by the owning syntax and facts; it is not an implementation choice for one fixed program.	OUT
LAT-209	Go spec	Go_1.20	may	Comparable types (such as ordinary interfaces) may satisfy comparable constraints, even if the type arguments are not strictly comparable.	NOT-LATITUDE	SPEC-156	Constructor absence and SC-19	This describes a source-program choice or admitted source form that is represented by the owning syntax and facts; it is not an implementation choice for one fixed program.	OUT
LAT-210	Go spec	Go_1.22	may	A "for" statement with "range" clause may iterate over integer values from zero to an upper limit.	NOT-LATITUDE	SPEC-158	Constructor absence and SC-19	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.	OUT
LAT-211	Go spec	Type_unification_rules	may	The precise details are relevant for Go implementations, affect the specifics of error messages (such as whether a compiler reports a type inference or other error), and may explain why type inference fails in unusual code situations.	NOT-LATITUDE	SPEC-160	SC-04	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.	C13
LAT-212	Go spec	Type_unification_rules	may	Type unification is controlled by a matching mode, which may be exact or loose.	NOT-LATITUDE	SPEC-160	SC-04	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.	C13
LAT-213	Go memory model	overview	may	An implementation may always react to a data race by reporting the race and terminating the program.	OUT-COVERED	BOUND-X009	SC-19	This latitude lies wholly inside existing OUT row BOUND-X009; inclusion requires paying that row's written price before implementation.	OUT
LAT-214	Go memory model	overview	may, undefined	These implementation constraints make Go more like Java or JavaScript, in that most races have a limited number of outcomes, and less like C and C++, where the meaning of any program with a race is entirely undefined, and the compiler may do anything at all.	NOT-LATITUDE	MEM-003	SC-12	This sentence contrasts language memory models and explains the limited outcomes of races; it does not itself grant an additional implementation choice beyond the concrete restriction rows that follow.	C15
LAT-215	Go memory model	model	at least	A read-write data race on memory location x consists of a read-like memory operation r on x and a write-like memory operation w on x, at least one of which is non-synchronizing, which are unordered by happens before (that is, neither r happens before w nor w happens before r).	NOT-LATITUDE	MEM-004	SC-12	This states a lower bound or existential condition inside the rule, not an implementation choice among behaviors for one accepted program.	C15
LAT-216	Go memory model	model	at least	A write-write data race on memory location x consists of two write-like memory operations w and w' on x, at least one of which is non-synchronizing, which are unordered by happens before.	NOT-LATITUDE	MEM-004	SC-12	This states a lower bound or existential condition inside the rule, not an implementation choice among behaviors for one accepted program.	C15
LAT-217	Go memory model	restrictions	may	A read of an array, struct, or complex number may by implemented as a read of each individual sub-value (array element, struct field, or real/imaginary component), in any order.	STEP-NONDET	MEM-005	SC-12	Memory-operation Step admits every permitted subvalue or machine-word decomposition and order, with the actual accesses emitted as ordinary memory Actions.	C15
LAT-218	Go memory model	restrictions	may	Similarly, a write of an array, struct, or complex number may be implemented as a write of each individual sub-value, in any order.	STEP-NONDET	MEM-005	SC-12	Memory-operation Step admits every permitted subvalue or machine-word decomposition and order, with the actual accesses emitted as ordinary memory Actions.	C15
LAT-219	Go memory model	restrictions	may, unspecified	For performance reasons, implementations may instead treat larger operations as a set of individual machine-word-sized operations in an unspecified order.	STEP-NONDET	MEM-005	SC-12	Memory-operation Step admits every permitted subvalue or machine-word decomposition and order, with the actual accesses emitted as ordinary memory Actions.	C15
LAT-220	Go memory model	init	may	Program initialization runs in a single goroutine, but that goroutine may create other goroutines, which run concurrently.	STEP-NONDET	MEM-007	SC-12; SC-20	The one global Step relation may select any enabled goroutine; fairness remains a predicate on runs and does not constrain ordinary scheduling.	C15
LAT-221	Go memory model	goexit	might	In fact, an aggressive compiler might delete the entire go statement.	OUT-COVERED	MEM-009	SC-19	This latitude lies wholly inside existing OUT row MEM-009; inclusion requires paying that row's written price before implementation.	OUT
LAT-222	Go memory model	chan	might	(It might print the empty string, crash, or do something else.)	OUT-COVERED	BOUND-X009	SC-19	This latitude lies wholly inside existing OUT row BOUND-X009; inclusion requires paying that row's written price before implementation.	OUT
LAT-223	Go memory model	locks	may	As far as the memory model is concerned, l.TryLock (or l.TryRLock) may be considered to be able to return false even when the mutex l is unlocked.	OUT-COVERED	MEM-011	SC-19	This latitude lies wholly inside existing OUT row MEM-011; inclusion requires paying that row's written price before implementation.	OUT
LAT-224	Go memory model	badsync	may	In particular, note that a read r may observe the value written by any write w that executes concurrently with r.	STEP-NONDET	MEM-016	SC-12	For a represented racy execution, read Step may choose any write permitted by the memory-model visibility constraints; DataRace remains a finite BadPrefix.	C15
LAT-225	Go memory model	badsync	might	For example, the twoprint program might be incorrectly written as:	NOT-LATITUDE	MEM-016	SC-12	This is explanatory or example wording; it grants no alternate semantics.	C15
LAT-226	Go memory model	badcompiler	at least	For example, a compiler must not move the accesses to *p or *q ahead of the function call in this program (at least not without direct knowledge of the precise behavior of f):	NOT-LATITUDE	MEM-017	SC-12	This states a lower bound or existential condition inside the rule, not an implementation choice among behaviors for one accepted program.	C15
LAT-227	Go memory model	badcompiler	may	A Go compiler must not, because the value of *p may have changed.	NOT-LATITUDE	MEM-017	SC-12	The matched wording describes a program form, deterministic rule, permission, prohibition, or example; it does not grant semantic latitude to an implementation for one accepted program.	C15
LAT-X001	Go spec supplemental	Appending_and_copying_slices/capacity_growth	sufficiently large (supplemental required row)	When append must allocate, the specification requires a sufficiently large fresh backing array but does not specify the resulting capacity; when existing capacity is sufficient, append reuses the backing array.	STEP-NONDET	SPEC-123	SC-15; SC-08; SC-20	If allocation is required, Step chooses any fresh capacity at least the required length; if current capacity is sufficient, reuse is deterministic. cap and aliasing observe the chosen branch.	C10
LAT-X002	Go spec supplemental	Select_statements/ready_case_choice	selection rule (supplemental required row)	When one or more select communications can proceed, the specification chooses one ready case; the concrete selected case is observable.	STEP-NONDET	SPEC-115	SC-10; SC-20	Step branches over every ready case and records the chosen ordinary communication Action; default is available only when no communication can proceed.	C14
LAT-X003	Go spec and memory model supplemental	Goroutine_scheduling	scheduler latitude (supplemental required row)	The specification does not impose a deterministic schedule among enabled goroutines.	STEP-NONDET	SPEC-114	SC-10; SC-18; SC-20	The single Step relation selects any enabled goroutine. Fairness is a run predicate and never a scheduler authority or state field.	C14
LAT-X004	Go spec supplemental	Constant_expressions/permitted_rounding_value	constant-value policy (supplemental required row)	Permitted rounding while computing untyped floating-point or complex constant expressions can change the exact value of an accepted constant.	PROVED-REFINEMENT	SPEC-096	SC-05	Fido accepts only constant expressions inside a proved rounding-invariant domain. For every accepted expression, all Go-spec-permitted intermediate rounding choices yield the same exact value retained by Compilable.ExpressionFact. This avoids compile-time nondeterminism and avoids a second pinned-gc constant semantics. Reject expressions outside the accepted rounding-invariant domain with FIDO-E-CONSTANT-PRECISION; prove invariance for accepted expressions; retain the unique exact value in Compilable.ExpressionFact.	C7
